#	Id	ClassId	NameStringId	EnterGameRoomImgId	LevelDesignGroupId	CanPK	DeadPenalty	LoseExpWhenDead	PKProtectionPlayerLevel	ChannelSize						StageMapGfxId	BossPictureGfxId	StageLevel	StageNameGfxId	StagePurposeStrId	VictoryWordStrId	LoseWordStrId	DescStringId	FilePath	RespawnLevelDesignId	MiniMapPicPresetId	LimitTimeBySecond	InitMusicId	MapPresetId	OpenGameRoom	Announce	MoneyOfCoffer	InterestOfCoffer	Type	FloorOnCondition	RoofOnCondition	RewardEXP	Prestige	RewardGP	MVPMin	MVPEXP	MVPGP	StageKillerMin	KillerEXP	KillerGP
# 頭銜獎勵比例																																						10%			30%	30%		20%	20%
#	編號	Class編號	名稱StringID	場景名稱圖示底圖	關卡群組	可否PK	死亡是否有特別懲罰	死亡是否掉經驗值	這個關卡的 PK 保護等級	場景分流數	備注：對應區域	備注：關卡(地圖)名稱	備注：地圖id	備注：PC 等級限制	備注：MOB 等級	關卡示意圖 ID	BOSS示意圖ID	困難度	關卡名稱標題圖 ID	關卡副標題StringID	勝利條件敘述StringID	失敗條件敘述StringID	說明	路徑	死亡後重生傳送的關卡編號	雷達底圖ID	關卡時間限制	背景音樂	使用地圖編號	開放型場景(0/1)	設定完成可以公開	金庫的存款(0~n)	金庫的利息(每秒滋生的利息)(0~n)	關卡類型	條件下限	條件上限	EXP獎賞	聲望獎賞	GP獎賞	須達到最低傷害值	MVP獲得的EXP	MVP獲得的GP	須達到最低殺怪數	千人斬獲得的EXP	千人斬獲得的GP
	10	9200	2500007		9	0	0	1	99999		兔子城任務7	迷霧的逆襲	6		17~20	5100003	5255010	0	5155007	8051007	8052007	8054013	0	LevelDesign\Lv0010.xml	3	20005	520	4	6	0	1	100000000	100000000	2	900	300	7061	914	1070	39921	2118	321	52	1412	214
	11	9200	2500008		10	0	0	1	99999		兔子城任務8	兔城攻防會戰	25		22~25	5100018	5255011	0	5155008	8051008	8052008	8054022	0	LevelDesign\Lv0011.xml	3	20053	600	10	25	0	1	100000000	100000000	2	900	300	45220	5674	6586	96363	13566	1976	62	9044	1317
	12	9200	2500009		11	0	0	1	99999		兔子城boss關	Boss戰~決勝兔王要塞	8		22~25	5100005	5255012	0	5155009	8051009	8052009	8054004	0	LevelDesign\Lv0012.xml	3	20007	600	11	8	0	1	100000000	100000000	2	900	300	27574	3460	4016	34303	8272	1205	17	5515	803
#	13	9200	2500043		3	0	0	1	99999		兔子城任務1	出征！兔城平原戰(lv2)	4		6~10	5100001	5255004	0	5155001	8051001	8052001	8054002	0	LevelDesign\Lv0013.xml	3	20003	390	9	4	0	1	100000000	100000000	2	600	300	0	0	0	1	0	0	1	0	0
#	14	9200	2500044		3	0	0	1	99999		兔子城任務1	出征！兔城平原戰(lv3)	4		11~15	5100001	5255004	0	5155001	8051001	8052001	8054002	0	LevelDesign\Lv0014.xml	3	20003	390	9	4	0	1	100000000	100000000	2	600	300	0	0	0	1	0	0	1	0	0
	17	9200	2500010		12	0	0	1	99999		大象城任務1	酷熱谷的磨練	9		21~23	5100006	5255017	0	5155010	8051010	8052010	8054005	0	LevelDesign\Lv0017.xml	2001	20008	460	27	9	0	1	100000000	100000000	2	1045	265	6346	805	862	35856	1904	259	22	1269	172
	18	9200	2500011		14	0	0	1	99999		大象城任務2	泥漿山城戰	10		28~32	5100007	5255018	0	5155011	8051011	8052011	8054006	0	LevelDesign\Lv0018.xml	2001	20009	370	27	10	0	1	100000000	100000000	2	790	230	5440	649	786	68539	1632	236	38	1088	157
	19	9200	2500012		15	0	0	1	99999		大象城任務3	神木密林追擊戰	11		25~27	5100008	5255019	0	5155012	8051012	8052012	8054007	0	LevelDesign\Lv0019.xml	2001	20010	600	29	11	0	1	100000000	100000000	2	870	510	24274	2984	3282	91322	7282	985	49	4855	656
	20	9200	2500013		17	0	0	1	99999		大象城任務4	城外高原急襲戰	12		38~40	5100009	5255020	0	5155013	8051013	8052013	8054008	0	LevelDesign\Lv0020.xml	2001	20011	300	28	12	0	1	100000000	100000000	2	432	256	28401	3204	4359	124357	8520	1308	34	5680	872
	21	9200	2500014		13	0	0	1	99999		大象城任務5	城門內遊擊戰	9		38~42	5100006	5255021	0	5155014	8051014	8052014	8054009	0	LevelDesign\Lv0021.xml	2001	20008	800	28	9	0	1	100000000	100000000	2	2414	262	10115	1124	1547	162824	72378	464	38	2023	309
	22	9200	2500015		16	0	0	1	99999		大象城任務6	過5關斬6將之戰	10		40~43	5100007	5255022	0	5155015	8051015	8052015	8054010	0	LevelDesign\Lv0022.xml	2001	20009	465	28	10	0	1	100000000	100000000	2	1470	130	5377	593	799	76000	1613	240	5	1075	160
	23	9200	2500016		18	0	0	1	99999		大象城任務7	潛入戰	12		31~34	5100009	5255023	0	5155016	8051016	8052016	8054011	0	LevelDesign\Lv0023.xml	2001	20011	230	29	12	0	1	100000000	100000000	2	320	200	9930	1172	1364	50049	2979	409	15	1986	273
	24	9200	2500017		19	0	0	1	99999		大象城任務8	風管房的坦克大戰	13		28~32	5100010	5255024	0	5155017	8051017	8052017	8054014	0	LevelDesign\Lv0024.xml	2001	20012	330	29	13	0	1	100000000	100000000	2	420	300	21285	2541	3075	40888	6386	923	15	4257	615
	25	9200	2500018		20	0	0	1	99999		大象城boss關	收服象王戰	15		32	5100011	5255025	0	5155018	8051018	8052018	8054015	0	LevelDesign\Lv0025.xml	2001	20013	80	20	15	0	1	100000000	100000000	2	80	80	6594	765	972	11125	1978	292	0	1319	194
	26	9200	2500019		21	0	0	1	99999		大象城任務9	生存遊戲	9		37~40	5100006	5255026	0	5155019	8051019	8052019	8054016	0	LevelDesign\Lv0026.xml	2001	20008	300	28	9	0	1	100000000	100000000	1	0	0	42456	4832	6536	188028	12737	1961	56	8491	1307
	27	9200	2500020		22	0	0	1	99999		大象城任務10	100挑戰賽	10		39~42	5100007	5255000	0	5155020	8051020	8052020	8054017	0	LevelDesign\Lv0027.xml	2001	20009	210	28	10	0	1	100000000	100000000	2	240	200	32428	3604	4960	131053	9728	1488	20	6486	992
	28	9200	2500021		23	0	0	1	99999		大象城任務11	終點分開挑戰賽	11		41~43	5100008	5255000	0	5155021	8051021	8052021	8054018	0	LevelDesign\Lv0028.xml	2001	20010	330	29	11	0	1	100000000	100000000	2	420	300	51684	5660	8272	128070	15505	2482	4	10337	1654
	29	9200	2500022		24	0	0	1	99999		大象城任務12	終點挑戰賽	16		43~46	5100009	5255000	0	5155022	8051022	8052022	8054019	0	LevelDesign\Lv0029.xml	2001	20011	220	29	16	0	1	100000000	100000000	2	310	190	35432	3780	5640	64350	10630	1692	9	7086	1128
	30	9200	2500023		25	0	0	1	99999		彪城任務1	坦克隊的淪陷	17		38~41	5100012	5255030	0	5155023	8051023	8052023	8054023	0	LevelDesign\Lv0030.xml	2001	20014	540	31	17	0	1	100000000	100000000	2	972	396	29742	3304	4494	127323	8923	1348	29	5948	899
	31	9200	2500024		26	0	0	1	99999		彪城任務2	彪族的地獄火	18		42~45	5100013	5255031	0	5155024	8051024	8052024	8054024	0	LevelDesign\Lv0031.xml	2001	20015	230	30	18	0	1	100000000	100000000	2	320	200	27300	2913	4293	64237	8190	1288	12	5460	859
	32	9200	2500025		27	0	0	1	99999		彪城任務3	虎頭山之行	19		43~46	5100014	5255032	0	5155025	8051025	8052025	8054025	0	LevelDesign\Lv0032.xml	2001	20016	430	31	19	0	1	100000000	100000000	2	520	400	37836	3978	5938	149957	11351	1781	30	7567	1188
	33	9200	2500026		28	0	0	1	99999		彪城任務4	坦克大對決	17		39~42	5100012	5255033	0	5155026	8051026	8052026	8054026	0	LevelDesign\Lv0033.xml	2001	20014	370	30	17	0	1	100000000	100000000	2	460	340	39981	4377	6024	93099	11994	1807	11	7996	1205
	34	9200	2500027		29	0	0	1	99999		彪城任務5	逃出虎穴	501		40~43	5100013	5255034	0	5155027	8051027	8052027	8054027	0	LevelDesign\Lv0034.xml	2001	20015	360	31	501	0	1	100000000	100000000	2	450	330	55428	6020	8116	64752	16628	2435	24	11086	1623
	35	9200	2500028		30	0	0	1	99999		彪城任務6	坦克隊長的任務	19		37~40	5100014	5255035	0	5155028	8051028	8052028	8054028	0	LevelDesign\Lv0035.xml	2001	20016	900	30	19	0	1	100000000	100000000	2	990	870	125116	14012	18952	26806	37535	5686	8	25023	3790
	36	9200	2500029		31	0	0	1	99999		駱駝城任務1	沙丘魔蠍戰	9	40	40~43	5100006	5255036	0	5155029	8051029	8052029	8054029	0	LevelDesign\Lv0036.xml	2001	20008	210	32	9	0	1	100000000	100000000	2	300	180	14890	1642	2214	76160	4467	664	15	2978	443
	37	9200	2500030		32	0	0	1	99999		駱駝城任務2	沙漠城堡戰 	21	40	42~45	5100016	5255037	0	5155030	8051030	8052030	8054030	0	LevelDesign\Lv0037.xml	2001	20031	320	33	21	0	1	100000000	100000000	2	410	290	52020	5632	8304	87434	15606	2491	11	10404	1661
	38	9200	2500031		33	0	0	1	99999		駱駝城任務3	決戰沙漠城	20	40	43~46	5100015	5255038	0	5155031	8051031	8052031	8054031	0	LevelDesign\Lv0038.xml	2001	20032	370	38	20	0	1	100000000	100000000	2	460	340	95106	10146	15144	58734	28532	4543	5	19021	3029
	39	9200	2500032		34	0	0	1	99999		貓城任務1	情緒大作戰	23	45	45~48	5100008	5255039	0	5155032	8051032	8052032	8054032	0	LevelDesign\Lv0039.xml	2002	20035	240	37	23	0	1	100000000	100000000	2	420	180	18518	1948	2874	66537	5555	862	7	3704	575
	40	9200	2500033		35	0	0	1	99999		貓城任務2	請繼續哭作戰	24	45	47~50	5100008	5255040	0	5155033	8051033	8052033	8054033	0	LevelDesign\Lv0040.xml	2002	20010	360	37	24	0	1	100000000	100000000	2	450	330	36534	3760	6094	186583	10960	1828	42	7307	1219
	41	9200	2500034		36	0	0	1	99999		貓城任務3	製造歡樂作戰	23	45	48~51	5100008	5255041	0	5155034	8051034	8052034	8054034	0	LevelDesign\Lv0041.xml	2002	20035	430	36	23	0	1	100000000	100000000	2	520	400	91772	9344	15284	130187	27532	4585	14	18354	3057
	42	9200	2500035		37	0	0	1	99999		鷹城任務1	機場追擊戰	12	50	50~53	5100009	5255042	0	5155035	8051035	8052035	8054035	0	LevelDesign\Lv0042.xml	2002	20011	300	34	12	0	1	100000000	100000000	2	390	270	50718	5091	8271	135044	15215	2481	18	10144	1654
	43	9200	2500036		38	0	0	1	99999		鷹城任務2	雲端戰役	5	50	52~55	5100002	5255043	0	5155036	8051036	8052036	8054036	0	LevelDesign\Lv0043.xml	2002	20004	350	39	5	0	1	100000000	100000000	2	440	320	85668	8376	15032	99764	25700	4510	12	17134	3006
	44	9200	2500037		39	0	0	1	99999		鷹城任務3	決戰天際線	22	50	53~56	5100017	5255044	0	5155037	8051037	8052037	8054037	0	LevelDesign\Lv0044.xml	2002	20033	410	34	22	0	1	100000000	100000000	2	500	380	157674	15258	27630	79693	47302	8289	12	31535	5526
#	野外段用景																															野外段錢掉不完用													
	1001	9200	2400005	10005		0	1	1	99999		兔子城1	蘿蔔平原	1001		1~5								0	LevelDesign\Lv1001.xml	3	20019		24	1001	1	1	100000000	100000000												
	1002	9200	2400006	10006		0	1	1	99999		兔子城2	兔城原野	1002		6~10								0	LevelDesign\Lv1002.xml	3	20020		18	1002	1	1	100000000	100000000												
	1003	9200	2400007	10007		0	1	1	99999		大象城1	象牙林	1003		20~25								0	LevelDesign\Lv1003.xml	3	20021		110	1003	1	1	100000000	100000000												
	1004	9200	2400008	10008		0	1	1	99999		大象城2	神木密林	1004		25~29								0	LevelDesign\Lv1004.xml	3	20022		101	1004	1	1	100000000	100000000												
	1005	9200	2400009	10009		0	1	1	99999		彪城1	青青峽谷	1005		35~37								0	LevelDesign\Lv1005.xml	2001	20023		122	1005	1	1	100000000	100000000												
	1006	9200	2400010	10010		0	1	1	99999		彪城2	雲在天草原	1006		37~39								0	LevelDesign\Lv1006.xml	2001	20024		102	1006	1	1	100000000	100000000												
	1007	9200	2400011	10011		0	1	1	99999		駱駝城1	風暴沙漠	1007		36~38								0	LevelDesign\Lv1007.xml	2001	20025		103	1007	1	1	100000000	100000000												
	1008	9200	2400012	10012		0	1	1	99999		駱駝城2	綠椰沙丘	1008		39~41								0	LevelDesign\Lv1008.xml	2001	20026		116	1008	1	1	100000000	100000000												
	1009	9200	2400013	10013		0	1	1	99999		貓城1	凜冬高原	1009		45~47								0	LevelDesign\Lv1009.xml	2002	20027		117	1009	1	1	100000000	100000000												
	1010	9200	2400014	10014		0	1	1	99999		貓城2	寂靜之城	1010		47~49								0	LevelDesign\Lv1010.xml	2002	20028		117	1010	1	1	100000000	100000000												
	1011	9200	2400015	10015		0	1	1	99999		鷹城1	石板遺蹟	1011		46~49								0	LevelDesign\Lv1011.xml	2002	20029		118	1011	1	1	100000000	100000000												
	1012	9200	2400016	10016		0	1	1	99999		鷹城2	聖鷹之城	1012		49~52								0	LevelDesign\Lv1012.xml	2002	20030		119	1012	1	1	100000000	100000000												
	1013	9200	2400021	10018		0	1	1	99999		兔子城3	落葉林地	1013		11~15								0	LevelDesign\Lv1013.xml	3	20019		111	1013	1	1	100000000	100000000												
	1014	9200	2400022	10019		0	1	1	99999		兔子城4	螢火平原	1014		16~20								0	LevelDesign\Lv1014.xml	3	20020		112	1014	1	1	100000000	100000000												
	1015	9200	2400023	10020		0	1	1	99999		大象城3	曙光之城	1015		29~33								0	LevelDesign\Lv1015.xml	2001	20021		113	1015	1	1	100000000	100000000												
	1016	9200	2400024	10021		0	1	1	99999		大象城4	螢火密林	1016		32~36								0	LevelDesign\Lv1016.xml	2001	20022		114	1016	1	1	100000000	100000000												
	1017	9200	2400025	10022		0	1	1	99999		彪城3	綠光森林	1017		39~42								0	LevelDesign\Lv1017.xml	2002	20023		115	1017	1	1	100000000	100000000												
	1018	9200	2400026	10023		0	1	1	99999		彪城4	暴雨之森	1018		42~45								0	LevelDesign\Lv1018.xml	2002	20024		104	1018	1	1	100000000	100000000												
	1019	9200	2400027	10024		0	1	1	99999		駱駝城3	戰火荒漠	1019		42~44								0	LevelDesign\Lv1019.xml	2001	20026		105	1019	1	1	100000000	100000000												
	1020	9200	2400028	10025		0	1	1	99999		駱駝城4	水蝕大漠	1020		44~46								0	LevelDesign\Lv1020.xml	2001	20025		106	1020	1	1	100000000	100000000												
	1021	9200	2400029	10026		0	1	1	99999		貓城3	落雷極地	1021		49~52								0	LevelDesign\Lv1021.xml	2002	20027		107	1021	1	1	100000000	100000000												
	1022	9200	2400030	10027		0	1	1	99999		貓城4	孤寂雪原	1022		52~55								0	LevelDesign\Lv1022.xml	2002	20028		108	1022	1	1	100000000	100000000												
	1023	9200	2400031	10028		0	1	1	99999		鷹城3	風雨遺跡	1023		52~55								0	LevelDesign\Lv1023.xml	2002	20029		109	1023	1	1	100000000	100000000												
	1024	9200	2400032	10029		0	1	1	99999		鷹城4	深痕之地	1024		54~57								0	LevelDesign\Lv1024.xml	2002	20030		37	1024	1	1	100000000	100000000												
#	1025	9200	2400029	10030		0	1	1	99999				1025										0	LevelDesign\Lv1025.xml	2002	20069		107	1025	1	1	100000000	100000000												
#	1026	9200	2400030	10031		0	1	1	99999				1026										0	LevelDesign\Lv1026.xml	2002	20070		108	1026	1	1	100000000	100000000												
#	1027	9200	2400031	10032		0	1	1	99999				1027										0	LevelDesign\Lv1027.xml	2002	20071		109	1027	1	1	100000000	100000000												
#	1028	9200	2400032	10032		0	1	1	99999				1028										0	LevelDesign\Lv1028.xml	2002	20072		109	1028	1	1	100000000	100000000												
#	城鎮區																																												
	2001	9200	2400003	10003		0	0	0	99999		英雄城(貳)	英雄城(貳)	2001										0	LevelDesign\Lv2001.xml	2001	20017		121	2001	1	1	100000000	100000000	0											
	2002	9200	2400004	10004		0	0	0	99999		英雄城(?)	英雄城(?)	2002										0	LevelDesign\Lv2002.xml	2002	20018		121	2002	1	1	100000000	100000000	0											
#	2003	9200	2400018	10017		0	0	0	99999		新手訓練	梁山泊基地	2003										0	LevelDesign\Lv2003.xml	2003	20051		16	2003	1	1	100000000	100000000	0											
#	25級boss狩獵魔王區																																												
	3001	9200	2400019			0	1	1	99999	1	[狩獵王]兔城地穴1	被佔領村莊	4003		25								0	LevelDesign\Lv3001.xml	3	20052		4	4003	1	1	100000000	100000000												
	3002	9200	2400019			0	1	1	99999	1	[狩獵王]兔城地穴2	被佔領村莊	4003		25								0	LevelDesign\Lv3002.xml	3	20052		5	4003	1	1	100000000	100000000												
#	35級boss狩獵魔王區																																												
	3011	9200	2400019			0	1	1	99999	1	[狩獵王]象城地穴1	被佔領村莊	4003		35								0	LevelDesign\Lv3011.xml	2001	20052		4	4003	1	1	100000000	100000000												
	3012	9200	2400019			0	1	1	99999	1	[狩獵王]象城地穴2	被佔領村莊	4003		35								0	LevelDesign\Lv3012.xml	2001	20052		5	4003	1	1	100000000	100000000												
#	45級boss狩獵魔王區																																												
	3021	9200	2400019			0	1	1	99999	1	[狩獵王]彪城地穴	被佔領村莊	4003		45								0	LevelDesign\Lv3021.xml	2002	20052		4	4003	1	1	100000000	100000000												
	3022	9200	2400019			0	1	1	99999	1	[狩獵王]駱駝城地穴	被佔領村莊	4003		45								0	LevelDesign\Lv3022.xml	2002	20052		5	4003	1	1	100000000	100000000												
#	55級boss狩獵魔王區																																												
	3031	9200	2400019			0	1	1	99999	1	[狩獵王]貓城地穴	被佔領村莊	4003		55								0	LevelDesign\Lv3031.xml	2002	20052		4	4003	1	1	100000000	100000000												
	3032	9200	2400019			0	1	1	99999	1	[狩獵王]鷹城地穴	被佔領村莊	4003		55								0	LevelDesign\Lv3032.xml	2002	20052		5	4003	1	1	100000000	100000000												
#	終級boss狩獵魔王區																																												
	4001	9200	2400019			0	1	1	99999	1	[狩獵王]叛克	機械廣場	3002		60								0	LevelDesign\Lv4001.xml	2002	20034		120	3001	1	1	100000000	100000000												
	4002	9200	2400038			0	1	1	99999	1	[狩獵王]高球機器人	機械廣場(二)	3002		60								0	LevelDesign\Lv4002.xml	2002	20034		120	3001	1	1	100000000	100000000												
#	九層塔																																												
	4004	9200	2400037			0	0	0	99999		25-30	九層塔	4004	25	25~30	5100019	5255045	0	5155038	8051038	8052038	8054038	0	LevelDesign\Lv4004.xml	1003	0	600	39	4004	0	1	100000000	100000000	2	900	300	80081	24024	20460	524169	24024	6138	52	16016	4092
	4005	9200	2400039			0	0	0	99999		30-35	九層塔	4005	30	30~35	5100019	5255045	0	5155038	8051038	8052038	8054038	0	LevelDesign\Lv4005.xml	1016	0	600	39	4005	0	1	100000000	100000000	2	900	300	107727	32318	27840	558384	32318	8352	52	21545	5568
	4006	9200	2400040			0	0	0	99999		45~50	九層塔	4006	45	45~50	5100019	5255045	0	5155038	8051038	8052038	8054038	0	LevelDesign\Lv4006.xml	1020	0	600	39	4006	0	1	100000000	100000000	2	900	300	203032	60910	61260	789330	60910	18378	52	40606	12252
	4007	9200	2400041			0	0	0	99999		50~55	九層塔	4007	50	50~55	5100019	5255045	0	5155038	8051038	8052038	8054038	0	LevelDesign\Lv4007.xml	1021	0	600	39	4007	0	1	100000000	100000000	2	900	300	243021	72906	77400	812115	72906	23220	52	48604	15480
	4008	9200	2400042			0	0	0	99999		55~60	九層塔	4008	55	55~60	5100019	5255045	0	5155038	8051038	8052038	8054038	0	LevelDesign\Lv4008.xml	1024	0	600	39	4008	0	1	100000000	100000000	2	900	300	292127	87638	96780	1071612	87638	29034	52	58425	19356
#	PK競技場區																																												
	5001	9200	2400034			0	0	0	99999			美版活動場景	5001										0	LevelDesign\Lv5001.xml	3	20054		39	5001	1	1	100000000	100000000												
	5002	9200	2400035			1	1	0	20	1		競技場2	5002										0	LevelDesign\Lv5002.xml	2001	20055		39	5002	1	1	100000000	100000000												
	5003	9200	2400036			1	1	0	20	1		競技場3	5003										0	LevelDesign\Lv5003.xml	2002	20056		39	5003	1	1	100000000	100000000												
#	特殊用途區																																												
#	6001	9200				0	0	0	99999			市集地	6001					0					0	LevelDesign\Lv6001.xml	3	0		121	6001	1	1	100000000	100000000												
#	美術測試用景																																												
#	99999	9200	0		1	1	1	1	99999				美術測試用景			5100001	5155001	1	5155001	8051001	8052001	8054002	0	LevelDesign\test\art.xml	99999			5100001	99999	1	0	8051001	8052001	2	300	600	270		1120	9521	81	336	17	54	224
#	99998	9200	0			1	1	1	99999				美術測試用景										0	LevelDesign\test\99998.xml	99998			0	99998	1	0		0												
#	99997	9200	0			1	1	1	99999				美術測試用景										0	LevelDesign\test\99997.xml	99998			0	99999	1	0		0												
#	99996	9200	0			1	0	0	0				企劃測試用景										0	LevelDesign\lv99996.xml	3		600	5100001	4	0	1														
#	99995	9200	0			1	0	0	0				企劃測試用景										0	LevelDesign\lv99995.xml	3		600	5100001	5	0	1														
#	99994	9200	0			1	0	0	0				企劃測試用景										0	LevelDesign\lv99994.xml	3		600	5100001	25	0	1														
