#	Id	ClassId	NameStringId									AbilityType					Level	Fightable	ShowHPLabel	ShowOnMiniMap	3DTemplateName	Scale	ScaleAbility	HurtScale	HurtScaleDruation	HurtScaleMaintain 	PC_NPCShowType	UseBBox	Length	Width	Height	Radius	AIPresetId	RestoreHP	RestoreMP	MaxHP	MaxMP	Attack	Defence	Strength	Dexterity	Constitution	Intelligence	CriticalPower	CriticalHitRate	LuckyValue	GuardianValue	GroundHarm	WaterHarm	FireHarm	WindHarm	Unground	Unwater	Unfire	Unwind	AbsoluteDamage	AbsoluteDefence	AbsoluteDamageRate	AbsoluteDefenceRate	FightRadius	DeBufferDefenceRate	CanNotBeInterrupted	CanNotBeKickOut	SkillId1	SkillRate1	SuccessfulRate1	SkillId2	SkillRate2	SuccessfulRate2	HurtSkillKind	HurtSkillID	MoveSpeed	RunawaySpeed	GuardSpeed	RespawnTime	FaintTime	MoveSoundId	DeadSoundId	BeHitSoundId	JumpUpSoundId	JumpDownSoundId	BulletOffsetX	BulletOffsetY	BulletOffsetZ	HurtEffectTemplateName	DieEffectTemplateName	DiedEffectTemplateName	Money	MoneyRate	GroupLimit	DropItemGroupPresetId_1	GroupCount_1	GroupRate_1	DropItemGroupPresetId_2	GroupCount_2	GroupRate_2	DropItemGroupPresetId_3	GroupCount_3	GroupRate_3	DropItemGroupPresetId_4	GroupCount_4	GroupRate_4	DropItemGroupPresetId_5	GroupCount_5	GroupRate_5	Exp	ClientInitializeScript	DecStringId	InteractiveRadius	ComboSkillId1	ComboSkillId2	ComboSkillId3	ComboSkillId4	ComboSkillId5	ComboSkillId6	ComboSkillId7	PhysicsReflectionAttackAugment	ElementReflectionAttackAugment	GuardianOffset_X	GuardianOffset_Y	GuardianOffset_Z																
# 取得物理型MOB數值								← 刪了會死人！平時編輯時可以隱藏此列 →																										22	23	2	3	4	5	8	9	10	11	12	13	14	15	6	6	6	6	7	7	7	7																																																			33																															
# 取得元素型MOB數值								← 刪了會死人！平時編輯時可以隱藏此列 →																														16	17									18	18	18	18	19	19	19	19																																																																																		
# 計算物理型MOB角色類型參數								← 刪了會死人！平時編輯時可以隱藏此列 →																										2	3	2	3	4	5	8	9	10	11	12	13	14	15	6	6	6	6	7	7	7	7																																																			4																															
# 計算元素型MOB角色類型參數								← 刪了會死人！平時編輯時可以隱藏此列 →																														16	17									18	18	18	18	19	19	19	19																																																																																		
# 計算元素型MOB元素參數								← 刪了會死人！平時編輯時可以隱藏此列 →				6																																				2	3	4	5	2	3	4	5																																																																																		
# 計算MOB階級參數								← 刪了會死人！平時編輯時可以隱藏此列 →																										3	3	3																				6	7	8	9																																															4																															
# 依等級抓取怪物 GP 預算								← 刪了會死人！平時編輯時可以隱藏此列 →																																																																																4	7		10	11	12	15	16	17	20	21	22	25	26	27	30	31	32																		4	95	4	95	4	95	4	95	4	95					
# 依等級抓取指定掉寶範圍內符合資料回傳 ID								← 刪了會死人！平時編輯時可以隱藏此列 →																																																																																5			75	76	77	93			93			93			93																					"10,000"		"10,000"		"10,000"		"10,000"		"10,000"					
#								← 刪了會死人！平時編輯時可以隱藏此列 →																										10																																																												20						0																																					
# 紅字或黑字：自行填入的內容。若如生命值等素質標為紅字，則表示有特別的需求，不參照公式計算結果。																																																																																												1000		10																																											
# 藍字：經由公式計算而得到的結果。																																																																																								0.2	2000			40%																																										5 倍			
# 紫字：經由參照其他頁面或文件資料計算而得到的結果。																																																																																									8000								0						4																															300 秒			
#	編號	Class編號	名稱StringID (6字以內)	所屬區域	關卡/場景	參考關卡	是否使用	名稱	特性說明1		參照：怪物階級	屬性圖示	參照: 元素屬性	參照：怪物類型	實際等級	基本等級	顯示等級	可否被攻擊	是否顯示血條	是否顯示於雷達圖	使用3D模型名稱	放大縮小(自己)	放大縮小(自己+周圍掛載物)	受傷放大倍率	受傷放大漸變時間	受傷變大維持時間	遮擋時是否透明呈現	使用Bbox	NPC長	NPC寬	NPC高	NPC半徑	AI類型	HP回復點數	MP回復點數	生命值	技能值	攻擊力	防禦力	力量	敏捷	體質	智慧	爆發力	爆擊率	幸運值	守護值	地屬性	水屬性	火屬性	風屬性	地抗性	水抗性	火抗性	風抗性	絕對物理攻擊	絕對物理防禦	絕對攻擊倍率	絕對防禦倍率（減免比例）	攻擊時保持的距離	DeBuffer閃避比例	受擊時不被中斷技能	不被踢飛	技能1	使用機率1	成功機率1	技能2	使用機率2	成功機率2	可以造成傷害的技能類型	限定造成傷害的技能編號	移動速度	逃跑速度	戰鬥移動速度	重生時間	昏迷時間	走路音效	死亡音效	受傷音效	起跳音效	落下音效	子彈的偏移值X(左右)	子彈的偏移值Y(高)	子彈的偏移值Z(前後)	受傷特效的Template名稱	開始死亡特效的Template名稱	死亡斷氣後特效的Template名稱	掉落金錢數量	"金錢掉落機率 (1/10,000)"	掉落寶物群組上限	掉落寶物群組 ID 1 (特殊、任務)	群組內掉落物品數量	此群組物品掉落機率	掉落物品群組 ID 2 (消耗品)	群組內掉落物品數量	此群組物品掉落機率	掉落物品群組 ID 3 (裝備)	群組內掉落物品數量	此群組物品掉落機率	掉落物品群組 ID 4 (飾品、守護神)	群組內掉落物品數量	此群組物品掉落機率	掉落物品群組 ID 5 (額外物品)	群組內掉落物品數量	此群組物品掉落機率	經驗值	Client端初始化劇情Script	說明ID	互動半徑	連續攻擊技能1	連續攻擊技能2	連續攻擊技能3	連續攻擊技能4	連續攻擊技能5	連續攻擊技能6	連續攻擊技能7	物理反彈率%	元素反彈率%	守護神相對於變身角色的X座標	守護神相對於變身角色的Y座標	守護神相對於變身角色的Z座標		寶物群組名稱1	寶物群組期望值1	寶物群組名稱2	寶物群組期望值2	寶物群組名稱3	寶物群組期望值3	寶物群組名稱4	寶物群組期望值4	寶物群組名稱5	寶物群組期望值5		MOB 預算	掉落物品價值 GP 期望值總和	寶物組掉落建議調整比例	須補加產出
	14	3000	3000014	兔子城	副本段	5		邪惡小土蝸	蝸牛		小怪	0	無	林沖	12	12	12	1	1	1	moba0019	2.5		1.3	0	0.1	0	0	70	70	70	40	11	8	32	462	1890	70	174	44	46	0	0	16	0	42	0	0	0	0	0	164	164	164	164	0	0	100	0	100		0	0	4000001	3	100	3008022	1	100			100	110	200	9	3		9400050	9404010						EF0001	EF_die_01a	EF_ov_01a	29	8000	2				2101	1	10000	11003	1	1000	21003	1	100				302																	--	0	1級藥水、消耗品組	6	10級褲子組--灰	4	15級飾品組--綠	0	--	0		39	10	390.00%	
	15	3000	3000015	兔子城	副本段	5		邪惡刺蝟	刺蝟		小怪	1	地	戴宗	13	13	13	1	1	1	moba9101	1.3		1.3	0	0.1	0	0	60	60	50	25	11	6	39	377	2310	68	158	42	48	0	0	16	0	44	0	141	0	0	0	37	37	37	4	0	0	100	0	100		0	0	4000004	2	100	4000008	1	100			100	110	200	9	3		9200050	9204010						EF0001	EF_die_01a	EF_ov_01a	33	8000	2				2101	1	10000	11002	1	1000	21003	1	100				243																	--	0	1級藥水、消耗品組	6	10級上衣組--灰	4	15級飾品組--綠	0	--	0		44	11	400.00%	
	16	3000	3000016	兔子城	副本段	5		紅兔隊長	粉紅兔		小怪	3	火	孫二娘	16	14	14	1	1	1	moba0001a	1.5		1.3	0	0.1	0	0	60	60	120	30	12	9	48	563	2875	91	204	50	48	0	0	18	0	50	0	0	0	168	0	42	4	42	42	0	0	100	0	150		1	1	3000031	2	100	3000032	1	100			100	110	200	20	3		9400050	9404010						EF0001	EF_die_01a	EF_ov_01a	52	8000					2101	1	10000	11004	1	1000	21003	1	100				405																	--	0	1級藥水、消耗品組	6	10級武器組--灰	5	15級飾品組--綠	0	--	0		63	11	572.70%	
	17	3000	3000017	兔子城	副本段	5		跳繩兄弟兔	手榴彈		新手中BOSS	1	地	雷橫	16	15	15	1	1	1	moba0004	2.5		1.3	0	0.1	0	0	150	150	170	90	12	40	111	2473	2200	98	212	53	48	0	0	18	0	50	0	156	0	0	0	40	40	40	4	0	0	100	0	150		1	1	3200061	1	100	3200062	1	100			200	220	400	1800	3		9700050	9704010						EF0001	EF_die_01b	EF_ov_01a	240	8000					2301	1	10000	13009	1	10000	23003	1	1000				904																	--	0	1級武、防卷軸組	6	15級帽子組--綠	63	15級飾品組--綠	4	--	0		625	73	856.20%	
	18	3000	3100003	兔子城	副本段	5		砲台(木質)	間歇性發射裝置		機關(同級可擋3下)	3	火	平均	15	12	12	1	1	0	obj09c	1		1.3	0		0	1	70	50	70	50	1001			3140	2400	83	202	48	48	0	0	17	-100	48	0	0	0	158	0	40	4	40	40	0	0	1000	0		100	0	1									0	0	0	-1	3			9404010						EF0001	EF_die_01a	EF_ov_01a	0	0																	0			20														--	0	--	0	--	0	--	0	--	0		0	0		
	22	3000	3000022	兔子城	副本段	9		毀滅蝗蟲	蝗蟲		副本-小怪	0	無	林沖	8	8	8	1	1	1	mobb0068	1		1.3	0	0.1	0	0	50	50	90	25	11	5	25	287	1530	49	131	35	37	0	0	14	0	34	0	0	0	0	0	123	123	123	123	0	0	100	0	100		0	0	3000021	1	100	3000022	3	100			100	110	200	9	3		9400050	9404010						EF0001	EF_die_01a	EF_ov_01a	16	8000	2				2101	1	10000		1	1000	21001	1	100				168																	--	0	1級藥水、消耗品組	6	--	0	10級飾品組--綠	0	--	0		22	6	366.70%	
	23	3000	3000023	兔子城	副本段	9		蒙面兔	坦克兔		副本-小怪	0	無	戴宗	9	9	9	1	1	1	moba0002b	1		1.3	0	0.1	0	0	100	50	90	25	11	4	32	237	1890	49	121	35	40	0	0	14	0	36	0	0	0	0	0	157	157	157	157	0	0	100	0	100		0	0	3004021	1	100	3004022	1	100			90	99	180	9	3		9500050	9504010						EF0001	EF_die_01a	EF_ov_01a	19	8000	2				2101	1	10000		1	1000	21001	1	100				138																	--	0	1級藥水、消耗品組	6	--	0	10級飾品組--綠	0	--	0		25	6	416.70%	
	24	3000	3000024	兔子城	副本段	9		炫風白兔隊長	白兔		副本-小怪	1	地	戴宗	10	10	10	1	1	1	moba0001	1.5		1.3	0	0.1	0	0	60	60	120	30	12	5	34	311	1995	55	135	36	42	0	0	15	0	38	0	114	0	0	0	30	30	30	3	0	0	100	0	100		1	1	3000031	1	100	3000032	2	100			100	110	200	20	3		9400050	9404010						EF0001	EF_die_01a	EF_ov_01a	19	8000		9501	1	6000	2101	1	10000		1	1000	21001	1	100				222																	一千兩銀票組　	4	1級藥水、消耗品組	6	--	0	10級飾品組--綠	0	--	0		29	10	290.00%	
	25	3000	3000025	兔子城	副本段	9		兔子大仙	披風兔		小BOSS	3	火	孫二娘	12	11	11	1	1	1	moba0062	2		1.3	0	0.1	0	0	100	100	150	60	12	33	201	1894	2415	67	161	42	40	0	0	16	0	42	0	0	0	126	0	32	3	32	32	0	0	100	0	200		1	1	3200001	1	100	3200002	1	100			200	220	400	1800	3		9400050	9404010						EF0001	EF_die_01b	EF_ov_01a	739	8000		9501	1	6000	2301	1	10000	13001	1	10000	23001	1	1000				592																	一千兩銀票組　	4	1級武、防卷軸組	6	10級帽子組--綠	35	10級飾品組--綠	2	--	0		786	47	1672.30%	
	20	3000	6100000	兔子城	副本段	9		噴火台(鐵質)	間歇性發射裝置		機關(噴火台)	3	火	平均	11	8	8	0	0	0	obj09a	1		1	0	0	0	1	50	50	50	25	1001			2190	2000	63	151	40	40	0	0	15	-100	40	0	0	0	117	0	30	3	30	30	0	0	500	0		100	1	1									0	0	0	-1	0									EF0001	EF_die_01a	EF_ov_01a	0	0																	0																	--	0	--	0	--	0	--	0	--	0		0	0		
	26	3000	3000026	兔子城	副本段	6		刺刺頭	刺蝟		副本-小怪	1	地	戴宗	15	15	13	1	1	1	moba9101	1.3		1.3	0	0.1	0	0	60	60	50	25	11	8	42	490	2520	80	186	46	53	0	0	17	0	48	0	165	0	0	0	43	43	43	4	0	0	100	0	100		0	0	4000004	2	100	4000008	1	100			100	110	200	9	3		9200050	9204010						EF0001	EF_die_01a	EF_ov_01a	47	8000	2				2101	1	10000		1	1000	21003	1	100				451																	--	0	1級藥水、消耗品組	6	--	0	15級飾品組--綠	0	--	0		53	6	883.30%	
	27	3000	3000027	兔子城	副本段	6		坦克兔	坦克兔		副本-小怪	0	無	雷橫	16	16	14	1	1	1	moba0002	1		1.3	0	0.1	0	0	100	50	90	25	11	13	37	824	2200	98	212	53	48	0	0	18	0	50	0	0	0	0	0	215	215	215	215	0	0	100	0	100		0	0	3004021	2	100	3004022	1	100			90	99	180	9	3		9500050	9504010						EF0001	EF_die_01a	EF_ov_01a	57	8000	2				2101	1	10000		1	1000	21003	1	100				783																	--	0	1級藥水、消耗品組	6	--	0	15級飾品組--綠	0	--	0		63	6	1050.00%	
	28	3000	3000028	兔子城	副本段	6		炫風黃兔隊長	黃兔		副本-小怪	2	水	孫二娘	17	17	15	1	1	1	moba0001b	1.5		1.3	0	0.1	0	0	60	60	120	30	12	10	49	581	2990	97	217	52	49	0	0	18	0	52	0	0	178	0	0	4	45	45	45	0	0	100	0	150		1	1	3000031	2	100	3000032	1	100			100	110	200	20	3		9400050	9404010						EF0001	EF_die_01a	EF_ov_01a	62	8000					2101	1	10000		1	1000	21003	1	100				575																	--	0	1級藥水、消耗品組	6	--	0	15級飾品組--綠	0	--	0		68	6	1133.30%	
	29	3000	3000029	兔子城	副本段	6		毒霧兔	毒霧兔		副本-小BOSS	2	水	雷橫	21	18	16	1	1	1	moba0003b	1.7		1.3	0	0.1	0	0	200	200	200	130	12	51	220	5964	2640	153	276	64	57	0	0	20	0	60	0	0	211	0	0	5	55	55	55	0	0	160	10	150		1	1	3200051	1	100	3200052	1	100			150	165	300	1800	3		9600050	9604010						EF0001	EF_die_01b	EF_ov_01a	1901	8000					2301	1	10000	13009	1	10000	23003	1	1000				1922																	--	0	1級武、防卷軸組	6	15級帽子組--綠	63	15級飾品組--綠	4	--	0		"1,974"	73	2704.10%	
	34	3000	3000034	兔子城	副本段	10		野蠻小土蝸	蝸牛		副本-小怪	1	地	戴宗	17	17	17	1	1	1	moba0019	2.5		1.3	0	0.1	0	0	70	70	70	40	11	9	45	553	2730	93	200	50	57	0	0	18	0	52	0	185	0	0	0	48	48	48	5	0	0	100	0	100		0	0	4000004	2	100	3008022	1	100			100	110	200	9	3		9400050	9404010						EF0001	EF_die_01a	EF_ov_01a	55	8000	2				2101	1	10000	11015	1	1000	21005	1	100				530																	--	0	1級藥水、消耗品組	6	15級褲子組--灰	7	20級飾品／守護組--綠	1	--	0		68	13	523.10%	
	35	3000	3000035	兔子城	副本段	10		死亡蝗蟲	蝗蟲		副本-小怪	0	無	林沖	18	18	18	1	1	1	mobb0068	1		1.3	0	0.1	0	0	50	50	90	25	11	12	41	735	2430	106	247	56	59	0	0	19	0	54	0	0	0	0	0	233	233	233	233	0	0	100	0	100		0	0	3000021	1	100	3000022	3	100			100	110	200	9	3		9400050	9404010						EF0001	EF_die_01a	EF_ov_01a	59	8000	2				2101	1	10000	11014	1	1000	21005	1	100				787																	--	0	1級藥水、消耗品組	6	15級上衣組--灰	7	20級飾品／守護組--綠	1	--	0		73	14	521.40%	
	36	3000	3000036	兔子城	副本段	10		野蠻紅兔隊長	粉紅兔		副本-大怪-血多攻弱	2	水	孫二娘	21	19	19	1	1	1	moba0001a	1.5		1.3	0	0.1	0	0	60	60	120	30	12	39	230	3260	3450	142	265	60	57	0	0	20	0	60	0	0	228	0	0	6	57	57	57	0	0	120	0	150		1	1	3000031	1	100	3000031	3	100			100	110	200	20	3		9400050	9404010						EF0001	EF_die_01a	EF_ov_01a	179	8000		9501	1	6000	2101	1	10000	11016	1	1000	21005	1	100				777																	一千兩銀票組　	4	1級藥水、消耗品組	6	15級武器組--灰	8	20級飾品／守護組--綠	1	--	0		395	18	2194.40%	
	37	3000	3000037	兔子城	副本段	10		奪魂阿曼	手榴彈		小BOSS	0	無	雷橫	22	20	20	1	1	1	moba0004	3.5		1.3	0	0.1	0	0	150	150	250	90	12	102	229	6180	2728	174	288	66	59	0	0	21	0	62	0	0	0	0	0	293	293	293	293	0	0	100	0	150		1	1	3200061	1	100	3200062	1	100			200	220	400	1800	3		9700050	9704010						EF0001	EF_die_01b	EF_ov_01a	1910	8000		9501	1	10000	2302	1	10000	13017	1	10000	23005	1	1000				2568																	一千兩銀票組　	6	20級武、防卷軸組	85	20級帽子組--綠	99	20級飾品／守護組--綠	7	--	0		"2,107"	197	1069.50%	
